measure,location,sex,age,cause,metric,val
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Non-communicable diseases,Number,234089.1997
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Non-communicable diseases,Number,201851.6987
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Non-communicable diseases,Percent,0.097896068
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Non-communicable diseases,Percent,0.103657622
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Non-communicable diseases,Rate,28996.57634
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Non-communicable diseases,Rate,26734.1022
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Non-communicable diseases,Number,382945.6937
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Non-communicable diseases,Number,404237.5624
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Non-communicable diseases,Percent,0.330872686
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Non-communicable diseases,Percent,0.394802057
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Non-communicable diseases,Rate,12779.02687
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Non-communicable diseases,Rate,12956.47349
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Non-communicable diseases,Number,276437.8655
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Non-communicable diseases,Number,200324.0662
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Non-communicable diseases,Percent,0.478812367
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Non-communicable diseases,Percent,0.547218702
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Non-communicable diseases,Rate,83248.81962
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Non-communicable diseases,Rate,68920.3454
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Other infectious diseases,Number,277716.3366
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Other infectious diseases,Number,261219.8894
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Other infectious diseases,Percent,0.056386373
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Other infectious diseases,Percent,0.061171448
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Other infectious diseases,Rate,6222.733218
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Other infectious diseases,Rate,5959.527128
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Other infectious diseases,Number,74983.35286
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Other infectious diseases,Number,74786.38357
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Other infectious diseases,Percent,0.014686972
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Other infectious diseases,Percent,0.014121475
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Other infectious diseases,Rate,419.8669697
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Other infectious diseases,Rate,384.4409789
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Other infectious diseases,Number,18881.70656
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Other infectious diseases,Number,18274.99155
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Other infectious diseases,Percent,0.006699
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Other infectious diseases,Percent,0.007881985
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Other infectious diseases,Rate,944.2439086
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Other infectious diseases,Rate,861.0055889
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Nutritional deficiencies,Number,177232.8187
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Nutritional deficiencies,Number,178356.5987
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Nutritional deficiencies,Percent,0.036265042
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Nutritional deficiencies,Percent,0.042002903
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Nutritional deficiencies,Rate,3971.219561
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Nutritional deficiencies,Rate,4069.066069
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Nutritional deficiencies,Number,52885.48109
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Nutritional deficiencies,Number,161649.3697
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Nutritional deficiencies,Percent,0.010321171
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Nutritional deficiencies,Percent,0.03044238
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Nutritional deficiencies,Rate,296.1306188
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Nutritional deficiencies,Rate,830.9619875
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Nutritional deficiencies,Number,13617.80209
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Nutritional deficiencies,Number,25124.79846
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Nutritional deficiencies,Percent,0.004835032
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Nutritional deficiencies,Percent,0.010863529
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Nutritional deficiencies,Rate,681.0044752
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Nutritional deficiencies,Rate,1183.726506
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Protein-energy malnutrition,Number,120692.3629
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Protein-energy malnutrition,Number,128146.3209
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Protein-energy malnutrition,Percent,0.024591077
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Protein-energy malnutrition,Percent,0.030103794
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Protein-energy malnutrition,Rate,2704.329117
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Protein-energy malnutrition,Rate,2923.557918
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Protein-energy malnutrition,Number,13616.04473
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Protein-energy malnutrition,Number,12182.47485
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Protein-energy malnutrition,Percent,0.002666158
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Protein-energy malnutrition,Percent,0.002304491
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Protein-energy malnutrition,Rate,76.24262217
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Protein-energy malnutrition,Rate,62.62426839
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Protein-energy malnutrition,Number,8440.835555
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Protein-energy malnutrition,Number,8281.443512
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Protein-energy malnutrition,Percent,0.002995127
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Protein-energy malnutrition,Percent,0.00357761
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Protein-energy malnutrition,Rate,422.1126692
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Protein-energy malnutrition,Rate,390.1708588
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,3902118.455
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,3271968.27
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.794369746
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.769794305
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,87433.97103
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,74647.39272
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,2188429.291
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,2532041.514
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.429284739
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.479486647
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,12254.04226
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,13016.0127
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,1025843.038
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,717413.4687
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.36553159
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.310792899
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,51300.76755
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,33800.1254
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Other infectious diseases,Number,55521.09275
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Other infectious diseases,Number,43424.99075
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Other infectious diseases,Percent,0.03728868
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Other infectious diseases,Percent,0.03514094
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Other infectious diseases,Rate,5113.331218
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Other infectious diseases,Rate,4041.127404
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Other infectious diseases,Number,28030.3191
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Other infectious diseases,Number,21152.66292
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Other infectious diseases,Percent,0.022850158
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Other infectious diseases,Percent,0.020253113
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,10 - 54 years,Other infectious diseases,Rate,677.1557495
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,10 - 54 years,Other infectious diseases,Rate,508.3346602
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Other infectious diseases,Number,5958.101813
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Other infectious diseases,Number,3717.320519
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Other infectious diseases,Percent,0.009891147
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Other infectious diseases,Percent,0.008993632
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,55+ years,Other infectious diseases,Rate,1409.352348
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,55+ years,Other infectious diseases,Rate,984.0072934
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,<5 years,Nutritional deficiencies,Number,138926.5227
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,<5 years,Nutritional deficiencies,Number,123459.4399
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,<5 years,Nutritional deficiencies,Percent,0.027342514
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,<5 years,Nutritional deficiencies,Percent,0.030079896
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,<5 years,Nutritional deficiencies,Rate,3722.132032
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,<5 years,Nutritional deficiencies,Rate,3443.515303
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Measles,Number,1393.883092
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Measles,Number,916.3189576
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Measles,Percent,0.000582625
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Measles,Percent,0.000464456
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Measles,Rate,172.6599841
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Measles,Rate,121.3612014
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Measles,Number,773.4247228
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Measles,Number,218.3110467
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Measles,Percent,0.000664365
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Measles,Percent,0.000212773
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Measles,Rate,25.80944367
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Measles,Rate,6.997225277
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Measles,Number,2.03018035
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Measles,Number,1.40688461
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Measles,Percent,3.49e-06
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Measles,Percent,3.8e-06
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Measles,Rate,0.611385555
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Measles,Rate,0.484030576
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Neglected tropical diseases and malaria,Number,259269.1594
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Neglected tropical diseases and malaria,Number,268369.3521
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Neglected tropical diseases and malaria,Percent,0.108475266
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Neglected tropical diseases and malaria,Percent,0.137530617
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Neglected tropical diseases and malaria,Rate,32115.61228
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Neglected tropical diseases and malaria,Rate,35543.98468
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Neglected tropical diseases and malaria,Number,107555.4196
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Neglected tropical diseases and malaria,Number,76153.59984
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.092884395
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.074333381
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Neglected tropical diseases and malaria,Rate,3589.160603
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Neglected tropical diseases and malaria,Rate,2440.847139
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Neglected tropical diseases and malaria,Number,22498.53157
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Neglected tropical diseases and malaria,Number,18350.34447
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Neglected tropical diseases and malaria,Percent,0.039076927
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Neglected tropical diseases and malaria,Percent,0.050229596
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Neglected tropical diseases and malaria,Rate,6775.39668
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Neglected tropical diseases and malaria,Rate,6313.330711
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,10 - 54 years,Nutritional deficiencies,Number,34400.3475
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,10 - 54 years,Nutritional deficiencies,Number,57123.60191
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,10 - 54 years,Nutritional deficiencies,Percent,0.008255122
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,10 - 54 years,Nutritional deficiencies,Percent,0.0153375
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,10 - 54 years,Nutritional deficiencies,Rate,260.543268
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,10 - 54 years,Nutritional deficiencies,Rate,413.1193105
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,55+ years,Nutritional deficiencies,Number,8380.188065
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,55+ years,Nutritional deficiencies,Number,11458.29029
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,55+ years,Nutritional deficiencies,Percent,0.004856201
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,55+ years,Nutritional deficiencies,Percent,0.007908174
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,55+ years,Nutritional deficiencies,Rate,805.8386035
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,55+ years,Nutritional deficiencies,Rate,860.5172439
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,<5 years,Protein-energy malnutrition,Number,105009.4485
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,<5 years,Protein-energy malnutrition,Number,91472.14513
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,<5 years,Protein-energy malnutrition,Percent,0.020663023
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,<5 years,Protein-energy malnutrition,Percent,0.022278236
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,<5 years,Protein-energy malnutrition,Rate,2813.422696
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,<5 years,Protein-energy malnutrition,Rate,2551.329666
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,10 - 54 years,Protein-energy malnutrition,Number,12415.7344
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,10 - 54 years,Protein-energy malnutrition,Number,8338.094998
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,10 - 54 years,Protein-energy malnutrition,Percent,0.00298464
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,10 - 54 years,Protein-energy malnutrition,Percent,0.002243787
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,10 - 54 years,Protein-energy malnutrition,Rate,94.03498073
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,10 - 54 years,Protein-energy malnutrition,Rate,60.30131051
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,55+ years,Protein-energy malnutrition,Number,5447.552258
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,55+ years,Protein-energy malnutrition,Number,4647.499393
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,55+ years,Protein-energy malnutrition,Percent,0.00315407
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,55+ years,Protein-energy malnutrition,Percent,0.003206056
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,55+ years,Protein-energy malnutrition,Rate,523.8364426
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,55+ years,Protein-energy malnutrition,Rate,349.0270596
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Measles,Number,92987.1635
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Measles,Number,86945.25386
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Measles,Percent,0.01887536
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Measles,Percent,0.020321144
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Measles,Rate,2083.544375
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Measles,Rate,1983.587851
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Measles,Number,3279.846731
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Measles,Number,4011.325614
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Measles,Percent,0.000643711
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Measles,Percent,0.000759919
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Measles,Rate,18.36540052
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Measles,Rate,20.62030375
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Measles,Number,20.28975449
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Measles,Number,15.36446458
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Measles,Percent,7.19e-06
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Measles,Percent,6.62e-06
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Measles,Rate,1.01465813
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Measles,Rate,0.723879398
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Neglected tropical diseases and malaria,Number,534449.0796
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Neglected tropical diseases and malaria,Number,537097.7512
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Neglected tropical diseases and malaria,Percent,0.109295193
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Neglected tropical diseases and malaria,Percent,0.126447467
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,<5 years,Neglected tropical diseases and malaria,Rate,11975.29134
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,<5 years,Neglected tropical diseases and malaria,Rate,12253.46441
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Neglected tropical diseases and malaria,Number,140564.807
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Neglected tropical diseases and malaria,Number,138190.9268
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.027513502
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.02609635
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,10 - 54 years,Neglected tropical diseases and malaria,Rate,787.0882977
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,10 - 54 years,Neglected tropical diseases and malaria,Rate,710.3733678
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Neglected tropical diseases and malaria,Number,27906.11323
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Neglected tropical diseases and malaria,Number,28361.11119
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Neglected tropical diseases and malaria,Percent,0.009908102
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Neglected tropical diseases and malaria,Percent,0.012249158
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Male,55+ years,Neglected tropical diseases and malaria,Rate,1395.540034
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Female,55+ years,Neglected tropical diseases and malaria,Rate,1336.201726
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,4368641.35
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,3508422.558
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.848924556
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.842266092
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,117045.0364
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,97856.48451
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,<5 years,Non-communicable diseases,Number,558425.3868
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,<5 years,Non-communicable diseases,Number,477814.8592
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,<5 years,Non-communicable diseases,Percent,0.108831436
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,<5 years,Non-communicable diseases,Percent,0.115451723
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,<5 years,Non-communicable diseases,Rate,14961.38375
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,<5 years,Non-communicable diseases,Rate,13327.15247
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,10 - 54 years,Non-communicable diseases,Number,1539715.542
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,10 - 54 years,Non-communicable diseases,Number,1603762.274
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,10 - 54 years,Non-communicable diseases,Percent,0.369766453
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,10 - 54 years,Non-communicable diseases,Percent,0.431043596
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,10 - 54 years,Non-communicable diseases,Rate,11661.58333
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Female,10 - 54 years,Non-communicable diseases,Rate,11598.44867
DALYs (Disability-Adjusted Life Years),Republic of Uganda,Male,55+ years,Non-communicable diseases,Number,815284.1548
